log,label
POST /api/login initiated [ID:7062],api_request
Insufficient memory to spawn new thread [ID:8391],resource_exhaustion
Operation timed out [ID:3002],service_timeout
POST /api/orders crashed [ID:8824],api_error
Malformed JSON in config file [ID:3731],configuration_error
SSO login denied for token 12345 [ID:3662],authentication_failure
MFA verification failed [ID:3280],authentication_failure
Network unreachable [ID:5479],network_error
Security alert: unauthorized access detected [ID:8761],security_alert
DELETE /api/item/55 processed [ID:2442],api_request
HEAD /health started [ID:7595],api_request
Anomalous login from unusual location [ID:9312],security_alert
Error parsing config: unexpected token [ID:7311],configuration_error
Session established for user 'root' [ID:6819],authentication_success
Out of memory: Kill process 1234 (java) [ID:6216],resource_exhaustion
SQL error: syntax error near 'FROM' [ID:5106],database_error
Database unreachable: timeout [ID:4963],database_error
Cache eviction storm detected [ID:2396],resource_exhaustion
API error: internal server error [ID:9782],api_error
MFA challenge passed [ID:8398],authentication_success
Duplicate key value violates unique constraint [ID:3402],database_error
Password attempt failed [ID:3150],authentication_failure
Configuration error: missing parameter 'db_host' [ID:9266],configuration_error
MFA challenge passed [ID:9796],authentication_success
Authentication failed: invalid password [ID:3045],authentication_failure
OPTIONS /api/cors check executed [ID:5977],api_request
POST /api/orders crashed [ID:7762],api_error
System load exceeded threshold [ID:8681],resource_exhaustion
Error parsing config: unexpected token [ID:7845],configuration_error
Kerberos authentication failed [ID:9749],authentication_failure
Timed out waiting for lock [ID:2695],service_timeout
Multiple failed login attempts from single IP [ID:5546],authentication_failure
Operation timed out [ID:1849],service_timeout
POST /api/login initiated [ID:7679],api_request
Service timeout: upstream did not respond [ID:4978],service_timeout
Access denied for user 'test' [ID:4231],authentication_failure
YAML syntax error at line 10 [ID:8735],configuration_error
Error parsing config: unexpected token [ID:3619],configuration_error
PacketResponder 1 for block blk_-250264036841950616 terminating,network_error
PacketResponder 0 for block blk_2479364758168008617 terminating,network_error
Received block blk_-6300535047327763733 of size 67108864 from /10.251.42.9,api_request
Received block blk_-250264036841950616 of size 67108864 from /10.251.126.227,api_request
Receiving block blk_6641608796019290641 src: /10.251.214.225:42383 dest: /10.251.214.225:50010,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000031_0/part-00031. blk_236562029153135069,filesystem_error
PacketResponder 2 for block blk_-4974385501486779585 terminating,network_error
Receiving block blk_-5185602630933202827 src: /10.250.7.32:50910 dest: /10.250.7.32:50010,api_request
Receiving block blk_-868453012854818007 src: /10.251.193.175:41693 dest: /10.251.193.175:50010,api_request
Received block blk_6779192487924432766 of size 67108864 from /10.251.91.32,api_request
PacketResponder 0 for block blk_8940898807164927191 terminating,network_error
Receiving block blk_-7776748408435319146 src: /10.251.42.191:37132 dest: /10.251.42.191:50010,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000497_0/part-00497. blk_-1520346310212083768,filesystem_error
Received block blk_2479364758168008617 of size 67108864 from /10.251.43.115,api_request
PacketResponder 2 for block blk_2609767600736860406 terminating,network_error
PacketResponder 1 for block blk_-4321363932347991112 terminating,network_error
PacketResponder 0 for block blk_-3677454271482657138 terminating,network_error
PacketResponder 2 for block blk_-3980154195933768584 terminating,network_error
Received block blk_-4974385501486779585 of size 67108864 from /10.251.125.237,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000561_0/part-00561. blk_96500762637299775,filesystem_error
Received block blk_2609767600736860406 of size 67108864 from /10.251.70.5,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000576_0/part-00576. blk_-2806723019719523033,filesystem_error
Received block blk_-4321363932347991112 of size 67108864 from /10.251.127.191,api_request
PacketResponder 2 for block blk_-6335313764190768301 terminating,network_error
PacketResponder 0 for block blk_-7887977429342726739 terminating,network_error
Received block blk_-6335313764190768301 of size 67108864 from /10.251.70.211,api_request
PacketResponder 1 for block blk_6285549892133025931 terminating,network_error
Received block blk_-3677454271482657138 of size 3559184 from /10.251.195.70,api_request
Received block blk_6285549892133025931 of size 67108864 from /10.250.19.16,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000632_0/part-00632. blk_4246034217575940220,filesystem_error
Received block blk_-3980154195933768584 of size 67108864 from /10.250.17.177,api_request
Received block blk_8940898807164927191 of size 67108864 from /10.251.121.224,api_request
Receiving block blk_-1196019860597610288 src: /10.251.31.85:54895 dest: /10.251.31.85:50010,api_request
PacketResponder 0 for block blk_7411549038320987727 terminating,network_error
Received block blk_-7887977429342726739 of size 67108864 from /10.251.67.113,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_-7785228579840062697 size 67108864,api_request
Receiving block blk_9090839887527395991 src: /10.251.71.240:42208 dest: /10.251.71.240:50010,api_request
PacketResponder 2 for block blk_2900911527250106746 terminating,network_error
Receiving block blk_6263807359485750335 src: /10.251.110.68:36478 dest: /10.251.110.68:50010,api_request
Receiving block blk_-7129287510570290057 src: /10.251.90.81:42017 dest: /10.251.90.81:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_-6667090962927028516 size 67108864,filesystem_error
Receiving block blk_-9039789976760025618 src: /10.250.13.240:38942 dest: /10.250.13.240:50010,api_request
Received block blk_7411549038320987727 of size 67108864 from /10.251.126.5,api_request
Receiving block blk_-7776748408435319146 src: /10.251.42.191:44364 dest: /10.251.42.191:50010,api_request
Receiving block blk_3729753784678581131 src: /10.251.215.70:55870 dest: /10.251.215.70:50010,api_request
Received block blk_2900911527250106746 of size 67108864 from /10.251.199.19,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.166:50010 is added to blk_9132118022176312425 size 67108864,api_request
Receiving block blk_-9193914491058218505 src: /10.251.201.204:43474 dest: /10.251.201.204:50010,api_request
Receiving block blk_-924839600422356971 src: /10.250.14.196:37429 dest: /10.250.14.196:50010,api_request
Receiving block blk_-1308671624612033799 src: /10.251.91.84:58255 dest: /10.251.91.84:50010,api_request
Receiving block blk_-7776748408435319146 src: /10.251.66.192:52726 dest: /10.251.66.192:50010,api_request
Receiving block blk_2030065497956214994 src: /10.251.70.211:56958 dest: /10.251.70.211:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.225:50010 is added to blk_236562029153135069 size 3546806,filesystem_error
PacketResponder 2 for block blk_7016031282273563296 terminating,network_error
PacketResponder 2 for block blk_1486407992905342928 terminating,network_error
PacketResponder 2 for block blk_8940898807164927191 terminating,network_error
Receiving block blk_7339552601395282457 src: /10.251.122.65:53081 dest: /10.251.122.65:50010,api_request
Receiving block blk_4379802129938036380 src: /10.251.39.179:56618 dest: /10.251.39.179:50010,api_request
Receiving block blk_-6313509556463650370 src: /10.251.107.196:33151 dest: /10.251.107.196:50010,api_request
Received block blk_1486407992905342928 of size 67108864 from /10.251.201.204,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.29.239:50010 is added to blk_-7675344707065631132 size 67108864,filesystem_error
Receiving block blk_-1196019860597610288 src: /10.251.90.134:50282 dest: /10.251.90.134:50010,api_request
Received block blk_7016031282273563296 of size 67108864 from /10.251.126.255,api_request
PacketResponder 1 for block blk_2713656210464436133 terminating,network_error
PacketResponder 0 for block blk_4914826883933611840 terminating,network_error
PacketResponder 1 for block blk_7327115089553210708 terminating,network_error
Received block blk_8940898807164927191 of size 67108864 from /10.251.91.229,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_464052208915196748 size 3545932,api_request
PacketResponder 0 for block blk_1486407992905342928 terminating,network_error
Receiving block blk_2504834609764063665 src: /10.251.43.21:59354 dest: /10.251.43.21:50010,api_request
PacketResponder 0 for block blk_7016031282273563296 terminating,network_error
Received block blk_7327115089553210708 of size 67108864 from /10.250.6.4,api_request
Receiving block blk_6641608796019290641 src: /10.251.214.225:41044 dest: /10.251.214.225:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.16:50010 is added to blk_-8479696891338831845 size 67108864,filesystem_error
Received block blk_2713656210464436133 of size 3535682 from /10.251.39.192,network_error
Received block blk_1486407992905342928 of size 67108864 from /10.250.15.101,api_request
Receiving block blk_-924839600422356971 src: /10.251.126.227:58698 dest: /10.251.126.227:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_-4129662621845236058 size 67108864,filesystem_error
Receiving block blk_-7199733435216834133 src: /10.251.122.65:34193 dest: /10.251.122.65:50010,api_request
PacketResponder 0 for block blk_-7120398620787790285 terminating,network_error
PacketResponder 0 for block blk_6285549892133025931 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.255:50010 is added to blk_-384402702686154673 size 67108864,filesystem_error
Received block blk_6285549892133025931 of size 67108864 from /10.251.127.47,api_request
PacketResponder 1 for block blk_263234557905107333 terminating,network_error
Received block blk_7016031282273563296 of size 67108864 from /10.251.73.220,api_request
Receiving block blk_-1308671624612033799 src: /10.251.42.207:40355 dest: /10.251.42.207:50010,api_request
PacketResponder 0 for block blk_-5437912913711861275 terminating,network_error
Received block blk_-7120398620787790285 of size 3547927 from /10.251.106.50,api_request
PacketResponder 2 for block blk_7411549038320987727 terminating,network_error
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_7685440385204653580 size 67108864,filesystem_error
Receiving block blk_-1843399038682748606 src: /10.251.65.237:47038 dest: /10.251.65.237:50010,api_request
Receiving block blk_540653032099699956 src: /10.251.122.38:43900 dest: /10.251.122.38:50010,api_request
Received block blk_-5437912913711861275 of size 67108864 from /10.251.215.70,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.150:50010 is added to blk_-9078249423196160732 size 67108864,filesystem_error
Received block blk_263234557905107333 of size 67108864 from /10.251.70.37,api_request
Receiving block blk_8492663237969712909 src: /10.251.70.211:40024 dest: /10.251.70.211:50010,api_request
PacketResponder 0 for block blk_2900911527250106746 terminating,network_error
Receiving block blk_540653032099699956 src: /10.251.109.236:48451 dest: /10.251.109.236:50010,api_request
PacketResponder 0 for block blk_6091077168298673813 terminating,network_error
Receiving block blk_7438379999836449387 src: /10.251.127.191:53902 dest: /10.251.127.191:50010,api_request
Receiving block blk_-3577557511417936570 src: /10.251.35.1:39760 dest: /10.251.35.1:50010,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.35.1:50010 is added to blk_3024679469150838924 size 67108864,filesystem_error
Received block blk_6091077168298673813 of size 67108864 from /10.251.39.242,api_request
Received block blk_7411549038320987727 of size 67108864 from /10.251.71.240,api_request
Receiving block blk_-5567562672357984298 src: /10.251.38.53:56444 dest: /10.251.38.53:50010,api_request
PacketResponder 2 for block blk_2479364758168008617 terminating,network_error
Received block blk_2479364758168008617 of size 67108864 from /10.251.110.196,api_request
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_-3046096024532286249 size 67108864,filesystem_error
Receiving block blk_-4568480225615789033 src: /10.251.66.192:36359 dest: /10.251.66.192:50010,api_request
Receiving block blk_3943582101490702146 src: /10.250.17.177:34012 dest: /10.250.17.177:50010,api_request
PacketResponder 1 for block blk_2609767600736860406 terminating,network_error
Receiving block blk_-3731196071527735383 src: /10.251.43.210:58313 dest: /10.251.43.210:50010,api_request
PacketResponder 1 for block blk_7016031282273563296 terminating,network_error
Received block blk_2609767600736860406 of size 67108864 from /10.251.70.5,api_request
Received block blk_2900911527250106746 of size 67108864 from /10.251.193.224,api_request
Receiving block blk_9090839887527395991 src: /10.251.67.4:35270 dest: /10.251.67.4:50010,api_request
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000575_0/part-00575. blk_-7110081048125475098,filesystem_error
PacketResponder 2 for block blk_2713656210464436133 terminating,network_error
PacketResponder 0 for block blk_4305010996479880807 terminating,network_error
PacketResponder 0 for block blk_-4974385501486779585 terminating,network_error
Receiving block blk_1544197837001231312 src: /10.250.5.237:33479 dest: /10.250.5.237:50010,api_request
Receiving block blk_-4334508725444081575 src: /10.251.111.80:35527 dest: /10.251.111.80:50010,api_request
PacketResponder 1 for block blk_4283313188730581235 terminating,network_error
PacketResponder 1 for block blk_-3677454271482657138 terminating,network_error
Receiving block blk_-3359932231660612447 src: /10.251.194.245:39559 dest: /10.251.194.245:50010,api_request
Received block blk_2713656210464436133 of size 3535682 from /10.251.39.192,network_error
PacketResponder 2 for block blk_4408778780912692479 terminating,network_error
PacketResponder 2 for block blk_7487583713815829893 terminating,network_error
Received block blk_4408778780912692479 of size 67108864 from /10.251.122.79,api_request
Received block blk_4283313188730581235 of size 67108864 from /10.251.65.237,api_request
Receiving block blk_7936423389955810426 src: /10.251.73.220:52727 dest: /10.251.73.220:50010,api_request
Receiving block blk_-868453012854818007 src: /10.251.193.175:58887 dest: /10.251.193.175:50010,api_request
PacketResponder 2 for block blk_1110783471702552247 terminating,network_error
Received block blk_-4974385501486779585 of size 67108864 from /10.251.31.180,api_request
Received block blk_4305010996479880807 of size 67108864 from /10.251.215.50,api_request
Receiving block blk_-5412304711330412006 src: /10.251.199.150:35198 dest: /10.251.199.150:50010,api_request
Received block blk_7016031282273563296 of size 67108864 from /10.251.126.255,api_request
Receiving block blk_5209631199800597969 src: /10.251.71.146:44834 dest: /10.251.71.146:50010,api_request
Received block blk_7487583713815829893 of size 67108864 from /10.251.198.196,api_request
Verification succeeded for blk_-3407920531979306897,authentication_success
Receiving block blk_2504834609764063665 src: /10.251.43.21:32902 dest: /10.251.43.21:50010,api_request
PacketResponder 0 for block blk_-4883533210521725008 terminating,network_error
Receiving block blk_-2044870930562069278 src: /10.251.126.255:46534 dest: /10.251.126.255:50010,api_request
Received block blk_-3677454271482657138 of size 3559184 from /10.251.123.20,api_request
PacketResponder 1 for block blk_1486407992905342928 terminating,network_error
Verification succeeded for blk_8554832644956889891,authentication_success
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.223:50010 is added to blk_3283208263877928105 size 67108864,filesystem_error
Receiving block blk_-924839600422356971 src: /10.251.126.227:45419 dest: /10.251.126.227:50010,api_request
PacketResponder 0 for block blk_-3877205547382472055 terminating,network_error
Receiving block blk_-8205398288690982881 src: /10.251.74.192:47631 dest: /10.251.74.192:50010,api_request
Received block blk_1486407992905342928 of size 67108864 from /10.251.201.204,api_request
Receiving block blk_-3049871767182629232 src: /10.251.105.189:56398 dest: /10.251.105.189:50010,api_request
PacketResponder 1 for block blk_-3877205547382472055 terminating,network_error
Received block blk_-4883533210521725008 of size 67108864 from /10.251.199.19,api_request
PacketResponder 1 for block blk_9132118022176312425 terminating,filesystem_error
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000323_0/part-00323. blk_160683287035243620,filesystem_error
Receiving block blk_-1600320232754078594 src: /10.251.91.159:48276 dest: /10.251.91.159:50010,api_request
Received block blk_-3877205547382472055 of size 67108864 from /10.251.109.236,api_request
Receiving block blk_-9193914491058218505 src: /10.251.201.204:46681 dest: /10.251.201.204:50010,api_request
Receiving block blk_6116097409145768469 src: /10.251.30.101:38554 dest: /10.251.30.101:50010,api_request
Received block blk_9132118022176312425 of size 67108864 from /10.251.39.179,api_request
Received block blk_160683287035243620 of size 67108864 from /10.251.126.227,api_request
